,umpire,favor_by_ump_sum,num_games,team,temp_team
5138,Paul Clemons,-0.93,8,ALL TEAMS,CHC
5139,Emil Jimenez,-0.92,5,ALL TEAMS,CHC
5140,D.J. Reyburn,-0.92,15,ALL TEAMS,WSH
5141,Edwin Jimenez,-0.92,5,ALL TEAMS,DET
5142,John Tumpane,-0.92,16,ALL TEAMS,SF
5143,Austin Jones,-0.92,3,ALL TEAMS,SEA
5144,Marty Foster,-0.91,9,ALL TEAMS,CWS
5145,Mark Carlson,-0.91,17,ALL TEAMS,TB
5146,Phil Cuzzi,-0.91,15,ALL TEAMS,HOU
5147,Ben May,-0.91,19,ALL TEAMS,KC
5148,Adrian Johnson,-0.91,14,ALL TEAMS,NYM
5149,John Tumpane,-0.91,19,ALL TEAMS,PHI
5150,Todd Tichenor,-0.9,15,ALL TEAMS,SEA
5151,Brock Ballou,-0.9,4,ALL TEAMS,SF
5152,Angel Hernandez,-0.9,11,ALL TEAMS,SEA
5153,Shane Livensparger,-0.9,6,ALL TEAMS,LAD
5154,Bob Davidson,-0.9,4,ALL TEAMS,ATL
5155,Tom Woodring,-0.9,6,ALL TEAMS,TEX
5156,Joe West,-0.9,11,ALL TEAMS,COL
5157,Adam Hamari,-0.9,20,ALL TEAMS,BOS
5158,Nic Lentz,-0.89,17,ALL TEAMS,TOR
5159,Mark Carlson,-0.89,17,ALL TEAMS,COL
5160,Randy Rosenberg,-0.89,4,ALL TEAMS,MIA
5161,Alex MacKay,-0.89,7,ALL TEAMS,HOU
5162,Mark Wegner,-0.89,14,ALL TEAMS,SD
5163,Adrian Johnson,-0.89,19,ALL TEAMS,TEX
5164,Erich Bacchus,-0.89,11,ALL TEAMS,BOS
5165,Edwin Jimenez,-0.89,4,ALL TEAMS,ATL
5166,Jerry Meals,-0.88,14,ALL TEAMS,WSH
5167,John Libka,-0.88,19,ALL TEAMS,COL
5168,James Jean,-0.88,2,ALL TEAMS,MIL
5169,Mike DiMuro,-0.88,7,ALL TEAMS,LAA
5170,Bill Miller,-0.88,29,ALL TEAMS,TEX
5171,Todd Tichenor,-0.88,20,ALL TEAMS,TEX
5172,Alex MacKay,-0.87,6,ALL TEAMS,CIN
5173,Paul Schrieber,-0.87,1,ALL TEAMS,TB
5174,Ron Kulpa,-0.87,9,ALL TEAMS,HOU
5175,Tom Woodring,-0.87,7,ALL TEAMS,SF
5176,Greg Gibson,-0.87,13,ALL TEAMS,CIN
5177,Bill Welke,-0.87,12,ALL TEAMS,ATH
5178,Toby Basner,-0.87,4,ALL TEAMS,PIT
5179,Mark Wegner,-0.87,10,ALL TEAMS,DET
5180,Derek Thomas,-0.87,5,ALL TEAMS,COL
5181,Bill Welke,-0.87,19,ALL TEAMS,KC
5182,Sean Barber,-0.86,11,ALL TEAMS,CHC
5183,Clint Vondrak,-0.86,6,ALL TEAMS,CIN
5184,CB Bucknor,-0.86,27,ALL TEAMS,CHC
5185,Chris Guccione,-0.86,21,ALL TEAMS,COL
5186,Scott Barry,-0.86,15,ALL TEAMS,ATH
5187,Eric Cooper,-0.86,17,ALL TEAMS,CHC
5188,Kyle McCrady,-0.86,2,ALL TEAMS,SD
5189,Nestor Ceja,-0.85,8,ALL TEAMS,STL
5190,Ed Hickox,-0.85,14,ALL TEAMS,CLE
5191,Emil Jimenez,-0.85,7,ALL TEAMS,NYM
5192,Edwin Jimenez,-0.85,3,ALL TEAMS,BOS
5193,Gerry Davis,-0.85,9,ALL TEAMS,CWS
5194,Bob Davidson,-0.85,6,ALL TEAMS,TEX
5195,Edwin Jimenez,-0.84,4,ALL TEAMS,LAD
5196,Fieldin Culbreth,-0.84,15,ALL TEAMS,SF
5197,Ed Hickox,-0.84,5,ALL TEAMS,PHI
5198,Erich Bacchus,-0.84,6,ALL TEAMS,AZ
5199,Brian Gorman,-0.84,13,ALL TEAMS,ATH
5200,Edwin Jimenez,-0.84,5,ALL TEAMS,PIT
5201,Edwin Jimenez,-0.84,5,ALL TEAMS,NYY
5202,Jerry Layne,-0.84,5,ALL TEAMS,SD
5203,Tom Woodring,-0.84,6,ALL TEAMS,CIN
5204,Jerry Meals,-0.83,12,ALL TEAMS,AZ
5205,Alex Tosi,-0.83,8,ALL TEAMS,LAA
5206,Ben May,-0.83,15,ALL TEAMS,MIN
5207,Jeremie Rehak,-0.83,11,ALL TEAMS,NYY
5208,Andy Fletcher,-0.82,19,ALL TEAMS,WSH
5209,Gabe Morales,-0.82,21,ALL TEAMS,WSH
5210,Tom Hanahan,-0.82,5,ALL TEAMS,PIT
5211,Jim Joyce,-0.82,3,ALL TEAMS,NYY
5212,Lance Barrett,-0.81,20,ALL TEAMS,DET
5213,Edwin Moscoso,-0.81,9,ALL TEAMS,HOU
5214,Will Little,-0.81,17,ALL TEAMS,LAD
5215,Clint Vondrak,-0.81,9,ALL TEAMS,ATL
5216,Ron Kulpa,-0.81,18,ALL TEAMS,BAL
5217,Mike Estabrook,-0.8,18,ALL TEAMS,KC
5218,Vic Carapazza,-0.8,22,ALL TEAMS,WSH
5219,Alex Tosi,-0.8,11,ALL TEAMS,PHI
5220,Fieldin Culbreth,-0.8,10,ALL TEAMS,CIN
5221,Malachi Moore,-0.8,7,ALL TEAMS,MIA
5222,Malachi Moore,-0.79,7,ALL TEAMS,WSH
5223,Derek Thomas,-0.79,4,ALL TEAMS,NYM
5224,Edwin Jimenez,-0.79,2,ALL TEAMS,CHC
5225,Bill Miller,-0.79,15,ALL TEAMS,HOU
5226,Erich Bacchus,-0.79,5,ALL TEAMS,PHI
5227,Jansen Visconti,-0.79,13,ALL TEAMS,WSH
5228,Jim Joyce,-0.79,2,ALL TEAMS,CWS
5229,Todd Tichenor,-0.79,20,ALL TEAMS,ATL
5230,Brian Gorman,-0.78,4,ALL TEAMS,CHC
5231,Erich Bacchus,-0.78,9,ALL TEAMS,SD
5232,Tom Hanahan,-0.78,6,ALL TEAMS,DET
5233,Marcus Pattillo,-0.78,1,ALL TEAMS,SEA
5234,John Tumpane,-0.77,14,ALL TEAMS,ATH
5235,Malachi Moore,-0.77,4,ALL TEAMS,PHI
5236,Jeremy Riggs,-0.77,7,ALL TEAMS,CWS
5237,Tom Hallion,-0.77,10,ALL TEAMS,LAD
5238,Mike Estabrook,-0.77,12,ALL TEAMS,DET
5239,Ted Barrett,-0.77,12,ALL TEAMS,WSH
5240,Ryan Additon,-0.76,14,ALL TEAMS,CLE
5241,Brian Gorman,-0.76,8,ALL TEAMS,BAL
5242,Marty Foster,-0.76,9,ALL TEAMS,CHC
5243,Charlie Ramos,-0.76,6,ALL TEAMS,SD
5244,Alfonso Marquez,-0.76,17,ALL TEAMS,BAL
5245,Tom Hallion,-0.76,13,ALL TEAMS,STL
5246,John Tumpane,-0.76,18,ALL TEAMS,BOS
5247,D.J. Reyburn,-0.76,9,ALL TEAMS,ATL
5248,Tony Randazzo,-0.76,11,ALL TEAMS,MIA
5249,Mike Muchlinski,-0.76,17,ALL TEAMS,STL
5250,Dan Bellino,-0.76,17,ALL TEAMS,STL
5251,Ryan Blakney,-0.76,19,ALL TEAMS,HOU
5252,Jeff Kellogg,-0.76,10,ALL TEAMS,TEX
5253,Clint Fagan,-0.76,7,ALL TEAMS,LAA
5254,Randy Rosenberg,-0.76,1,ALL TEAMS,KC
5255,Brian Walsh,-0.75,4,ALL TEAMS,TB
5256,Adrian Johnson,-0.75,20,ALL TEAMS,COL
5257,Mike Muchlinski,-0.75,22,ALL TEAMS,MIA
5258,Jonathan Parra,-0.75,3,ALL TEAMS,SD
5259,Gabe Morales,-0.74,15,ALL TEAMS,MIL
5260,Gerry Davis,-0.74,12,ALL TEAMS,SF
5261,Dexter Kelley,-0.74,1,ALL TEAMS,PHI
5262,Ted Barrett,-0.74,10,ALL TEAMS,NYM
5263,Roberto Ortiz,-0.74,14,ALL TEAMS,TEX
5264,Tim Welke,-0.74,2,ALL TEAMS,PHI
5265,Emil Jimenez,-0.74,4,ALL TEAMS,TOR
5266,Dan Bellino,-0.74,22,ALL TEAMS,ATH
5267,Dan Bellino,-0.73,20,ALL TEAMS,TOR
5268,Doug Eddings,-0.73,17,ALL TEAMS,KC
5269,Ryan Wills,-0.73,10,ALL TEAMS,NYM
5270,Alex Tosi,-0.73,14,ALL TEAMS,AZ
5271,Vic Carapazza,-0.73,15,ALL TEAMS,PIT
5272,Nestor Ceja,-0.73,10,ALL TEAMS,COL
5273,Chris Segal,-0.73,25,ALL TEAMS,WSH
5274,Vic Carapazza,-0.72,22,ALL TEAMS,CWS
5275,Nick Mahrley,-0.72,12,ALL TEAMS,PHI
5276,Bill Miller,-0.72,23,ALL TEAMS,CIN
5277,John Bacon,-0.72,5,ALL TEAMS,MIN
5278,Jansen Visconti,-0.72,16,ALL TEAMS,SD
5279,Paul Emmel,-0.72,10,ALL TEAMS,SF
5280,Kyle McCrady,-0.72,2,ALL TEAMS,AZ
5281,Eric Cooper,-0.72,7,ALL TEAMS,LAD
5282,Jeff Kellogg,-0.72,7,ALL TEAMS,ATH
5283,Jeremie Rehak,-0.71,9,ALL TEAMS,CHC
5284,John Hirschbeck,-0.71,3,ALL TEAMS,LAD
5285,Chris Conroy,-0.71,17,ALL TEAMS,TB
5286,Dan Iassogna,-0.71,24,ALL TEAMS,ATL
5287,Tony Randazzo,-0.71,16,ALL TEAMS,KC
5288,Roberto Ortiz,-0.71,13,ALL TEAMS,BAL
5289,Mike Everitt,-0.71,7,ALL TEAMS,ATL
5290,Tom Hallion,-0.71,13,ALL TEAMS,SF
5291,Mike DiMuro,-0.71,2,ALL TEAMS,BOS
5292,Nestor Ceja,-0.71,6,ALL TEAMS,TB
5293,Jonathan Parra,-0.71,1,ALL TEAMS,TEX
5294,Jeff Kellogg,-0.7,5,ALL TEAMS,TB
5295,Chad Whitson,-0.7,20,ALL TEAMS,CHC
5296,Todd Tichenor,-0.69,17,ALL TEAMS,MIL
5297,Lance Barksdale,-0.69,30,ALL TEAMS,CLE
5298,Tom Woodring,-0.69,6,ALL TEAMS,BAL
5299,Carlos Torres,-0.69,14,ALL TEAMS,LAA
5300,Tyler Jones,-0.69,1,ALL TEAMS,CIN
5301,Derek Thomas,-0.69,4,ALL TEAMS,LAD
5302,Jerry Meals,-0.68,13,ALL TEAMS,CWS
5303,Jose Navas,-0.68,4,ALL TEAMS,CHC
5304,Edwin Moscoso,-0.68,10,ALL TEAMS,STL
5305,Alex MacKay,-0.68,4,ALL TEAMS,SF
5306,Sam Holbrook,-0.68,18,ALL TEAMS,HOU
5307,Toby Basner,-0.68,3,ALL TEAMS,COL
5308,Jacob Metz,-0.67,5,ALL TEAMS,WSH
5309,Jonathan Parra,-0.67,1,ALL TEAMS,LAD
5310,Larry Vanover,-0.67,15,ALL TEAMS,SD
5311,Marty Foster,-0.67,10,ALL TEAMS,TB
5312,Dan Merzel,-0.67,9,ALL TEAMS,COL
5313,Todd Tichenor,-0.67,25,ALL TEAMS,MIN
5314,Tim Timmons,-0.67,14,ALL TEAMS,CIN
5315,Todd Tichenor,-0.67,27,ALL TEAMS,NYY
5316,Chris Guccione,-0.67,20,ALL TEAMS,LAA
5317,Marty Foster,-0.66,9,ALL TEAMS,WSH
5318,Dan Merzel,-0.66,10,ALL TEAMS,PHI
5319,Jonathan Parra,-0.65,1,ALL TEAMS,BOS
5320,Edwin Moscoso,-0.65,17,ALL TEAMS,AZ
5321,John Tumpane,-0.65,26,ALL TEAMS,LAA
5322,Lew Williams,-0.65,1,ALL TEAMS,MIA
5323,Edwin Moscoso,-0.65,8,ALL TEAMS,MIL
5324,Scott Barry,-0.65,13,ALL TEAMS,TEX
5325,Jeremy Riggs,-0.64,6,ALL TEAMS,SD
5326,Charlie Ramos,-0.64,11,ALL TEAMS,CLE
5327,Brian Walsh,-0.64,3,ALL TEAMS,TEX
5328,Paul Emmel,-0.64,9,ALL TEAMS,HOU
5329,Paul Clemons,-0.64,5,ALL TEAMS,MIA
5330,Toby Basner,-0.64,4,ALL TEAMS,TB
5331,Junior Valentine,-0.64,6,ALL TEAMS,ATH
5332,Lance Barksdale,-0.64,31,ALL TEAMS,STL
5333,Jim Reynolds,-0.64,11,ALL TEAMS,TB
5334,Angel Hernandez,-0.63,23,ALL TEAMS,MIA
5335,Nic Lentz,-0.63,18,ALL TEAMS,MIA
5336,Clint Vondrak,-0.63,4,ALL TEAMS,TEX
5337,Adrian Johnson,-0.63,21,ALL TEAMS,TB
5338,Tim Timmons,-0.63,15,ALL TEAMS,WSH
5339,Jeremy Riggs,-0.62,13,ALL TEAMS,DET
5340,Paul Schrieber,-0.62,2,ALL TEAMS,ATH
5341,Angel Hernandez,-0.62,17,ALL TEAMS,CHC
5342,Bob Davidson,-0.62,5,ALL TEAMS,PHI
5343,Rob Drake,-0.62,23,ALL TEAMS,ATH
5344,Dale Scott,-0.62,5,ALL TEAMS,PHI
5345,Will Little,-0.62,13,ALL TEAMS,ATL
5346,Manny Gonzalez,-0.62,11,ALL TEAMS,ATH
5347,Emil Jimenez,-0.62,4,ALL TEAMS,LAD
5348,Junior Valentine,-0.62,7,ALL TEAMS,DET
5349,Doug Eddings,-0.61,20,ALL TEAMS,STL
5350,Ben May,-0.61,23,ALL TEAMS,MIL
5351,Bill Welke,-0.61,13,ALL TEAMS,SF
5352,Adam Hamari,-0.6,14,ALL TEAMS,MIA
5353,Lance Barksdale,-0.6,17,ALL TEAMS,COL
5354,Doug Eddings,-0.6,22,ALL TEAMS,BOS
5355,Mike DiMuro,-0.6,2,ALL TEAMS,ATL
5356,James Jean,-0.6,2,ALL TEAMS,ATH
5357,Paul Clemons,-0.6,3,ALL TEAMS,NYM
5358,Greg Gibson,-0.6,12,ALL TEAMS,PIT
5359,Jacob Metz,-0.6,1,ALL TEAMS,COL
5360,Bill Welke,-0.59,11,ALL TEAMS,MIN
5361,Bill Miller,-0.59,23,ALL TEAMS,NYY
5362,James Hoye,-0.59,18,ALL TEAMS,LAD
5363,David Arrieta,-0.59,3,ALL TEAMS,NYM
5364,Erich Bacchus,-0.59,14,ALL TEAMS,STL
5365,Ryan Wills,-0.59,13,ALL TEAMS,PHI
5366,Erich Bacchus,-0.59,12,ALL TEAMS,WSH
5367,Shane Livensparger,-0.59,12,ALL TEAMS,STL
5368,Bill Miller,-0.59,20,ALL TEAMS,TB
5369,Sam Holbrook,-0.59,5,ALL TEAMS,PHI
